time,pitch,volume
0.020476190476190422, 0.0, -300.0
0.03047619047619042, 0.0, -300.0
0.03447619047619055, 0.0, -300.0
0.04047619047619042, 0.0, -300.0
0.04247619047619055, 0.0, -300.0
0.050476190476190425, 0.0, -300.0
0.05047619047619055, 0.0, -300.0
0.05847619047619055, 0.0, -300.0
0.06047619047619042, 0.0, -300.0
0.06647619047619055, 0.0, -300.0
0.07047619047619043, 0.0, -300.0
0.07447619047619056, 0.0, -300.0
0.08047619047619042, 0.0, -300.0
0.08247619047619055, 0.0, -300.0
0.09047619047619043, 0.0, -300.0
0.09047619047619054, 0.0, -300.0
0.09847619047619055, 0.0, -300.0
0.10047619047619043, 0.0, -300.0
0.10647619047619056, 0.0, -300.0
0.11047619047619042, 0.0, -300.0
0.11447619047619055, 0.0, -300.0
0.12047619047619043, 0.0, -300.0
0.12247619047619054, 0.0, -300.0
0.1304761904761904, 0.0, -300.0
0.13047619047619055, 0.0, -300.0
0.13847619047619056, 0.0, -300.0
0.14047619047619042, 0.0, -300.0
0.14647619047619054, 0.0, -300.0
0.15047619047619043, 0.0, -300.0
0.15447619047619054, 0.0, -300.0
0.16047619047619044, 0.0, -300.0
0.16247619047619055, 0.0, -300.0
0.17047619047619042, 0.0, -300.0
0.17047619047619056, 0.0, -300.0
0.17847619047619057, 0.0, -300.0
0.18047619047619043, 0.0, -300.0
0.18647619047619055, 0.0, -300.0
0.19047619047619044, 0.0, -300.0
0.19447619047619055, 0.0, -300.0
0.20047619047619042, 0.0, -300.0
0.20247619047619056, 0.0, -300.0
0.21047619047619043, 0.0, -300.0
0.21047619047619054, 0.0, -300.0
0.21847619047619055, 0.0, -300.0
0.22047619047619044, 0.0, -300.0
0.22647619047619055, 0.0, -300.0
0.23047619047619042, 0.0, -300.0
0.23447619047619056, 0.0, -300.0
0.24047619047619043, 0.0, -300.0
0.24247619047619057, 0.0, -300.0
0.2504761904761904, 0.0, -300.0
0.2504761904761905, 0.0, -300.0
0.2584761904761905, 0.0, -300.0
0.2604761904761904, 0.0, -300.0
0.26647619047619053, 0.0, -300.0
0.2704761904761904, 0.0, -300.0
0.27447619047619054, 0.0, -300.0
0.28047619047619043, 0.0, -300.0
0.28247619047619055, 0.0, -300.0
